;ODSOBJECT;OBJVERS;ODSTABLE;POSIT;KEYFLAG;IOBJNM
;MBDVDITM;A;MBDVDITM_0000; 0004;;MBORDNUM
;MBDVDITM;A;MBDVDITM_0000; 0005;;MBORDITM
;MBDVDITM;A;MBDVDITM_0000; 0006;;MBDELNUM
;MBDVDITM;A;MBDVDITM_0000; 0007;;MBDELITM
;MBDVDITM;A;MBDVDITM_0000; 0008;;0CH_ON
;MBDVDITM;A;MBDVDITM_0000; 0009;;0BILL_DATE
;MBDVDITM;A;MBDVDITM_0000; 0010;;0CREATEDON
;MBDVDITM;A;MBDVDITM_0000; 0011;;0SERV_DATE
;MBDVDITM;A;MBDVDITM_0000; 0012;;0TRANS_DATE
;MBDVDITM;A;MBDVDITM_0000; 0013;;0PRICE_DATE
;MBDVDITM;A;MBDVDITM_0000; 0014;;0STAT_DATE
;MBDVDITM;A;MBDVDITM_0000; 0015;;0ST_UP_DTE
;MBDVDITM;A;MBDVDITM_0000; 0016;;0FISCVARNT
;MBDVDITM;A;MBDVDITM_0000; 0017;;MBBILTYP
;MBDVDITM;A;MBDVDITM_0000; 0018;;MBPSTYVF
;MBDVDITM;A;MBDVDITM_0000; 0019;;MECOMPCOD
;MBDVDITM;A;MBDVDITM_0000; 0020;;MESOLD_TO
;MBDVDITM;A;MBDVDITM_0000; 0021;;MECUGRP2
;MBDVDITM;A;MBDVDITM_0000; 0022;;MESHIP_TO
;MBDVDITM;A;MBDVDITM_0000; 0023;;MBPOSAR
;MBDVDITM;A;MBDVDITM_0000; 0024;;MEPLANT
;MBDVDITM;A;MBDVDITM_0000; 0025;;MESALEORG
;MBDVDITM;A;MBDVDITM_0000; 0026;;MECCENTER
;MBDVDITM;A;MBDVDITM_0000; 0027;;MECO_AREA
;MBDVDITM;A;MBDVDITM_0000; 0028;;MEMATER
;MBDVDITM;A;MBDVDITM_0000; 0029;;MBSHIPPT
;MBDVDITM;A;MBDVDITM_0000; 0030;;MBVBTYP
;MBDVDITM;A;MBDVDITM_0000; 0031;;MEPAYER
;MBDVDITM;A;MBDVDITM_0000; 0032;;MEDISCHAN
;MBDVDITM;A;MBDVDITM_0000; 0033;;MEBILLTO
;MBDVDITM;A;MBDVDITM_0000; 0034;;MESALOFF
;MBDVDITM;A;MBDVDITM_0000; 0035;;MESALGRP
;MBDVDITM;A;MBDVDITM_0000; 0036;;MEDIVISIO
;MBDVDITM;A;MBDVDITM_0000; 0037;;MBDIVHD
;MBDVDITM;A;MBDVDITM_0000; 0038;;MBFKTYP
;MBDVDITM;A;MBDVDITM_0000; 0039;;MBBILLRU
;MBDVDITM;A;MBDVDITM_0000; 0040;;MBBUCHK
;MBDVDITM;A;MBDVDITM_0000; 0041;;MBGBSTK
;MBDVDITM;A;MBDVDITM_0000; 0042;;MBRFBSK
;MBDVDITM;A;MBDVDITM_0000; 0043;;MECUGROUP
;MBDVDITM;A;MBDVDITM_0000; 0044;;MBSFAKN
;MBDVDITM;A;MBDVDITM_0000; 0045;;MESLPART
;MBDVDITM;A;MBDVDITM_0000; 0046;;MEPRCTR
;MBDVDITM;A;MBDVDITM_0000; 0047;;MBRETITM
;MBDVDITM;A;MBDVDITM_0000; 0048;;MBFKIVP
;MBDVDITM;A;MBDVDITM_0000; 0049;;MBFKSTA
;MBDVDITM;A;MBDVDITM_0000; 0050;;0DOC_CURRCY
;MBDVDITM;A;MBDVDITM_0000; 0051;;0BASE_UOM
;MBDVDITM;A;MBDVDITM_0000; 0052;;0SALES_UNIT
;MBDVDITM;A;MBDVDITM_0000; 0053;;0DENOMINTR
;MBDVDITM;A;MBDVDITM_0000; 0054;;0NUMERATOR
;MBDVDITM;A;MBDVDITM_0000; 0055;;0EXRATE_ACC
;MBDVDITM;A;MBDVDITM_0000; 0056;;0INV_QTY
;MBDVDITM;A;MBDVDITM_0000; 0057;;0BILL_QTY
;MBDVDITM;A;MBDVDITM_0000; 0058;;0EXCHG_RATE
;MBDVDITM;A;MBDVDITM_0000; 0059;;0REQ_QTY
;MBDVDITM;A;MBDVDITM_0000; 0060;;0TAX_AMOUNT
;MBDVDITM;A;MBDVDITM_0000; 0061;;0CSHDSC_BAS
;MBDVDITM;A;MBDVDITM_0000; 0062;;0SCALE_QTY
;MBDVDITM;A;MBDVDITM_0000; 0063;;0COST
;MBDVDITM;A;MBDVDITM_0000; 0064;;0NO_INV_IT
;MBDVDITM;A;MBDVDITM_0000; 0065;;0SUBTOTAL_1
;MBDVDITM;A;MBDVDITM_0000; 0066;;0SUBTOTAL_2
;MBDVDITM;A;MBDVDITM_0000; 0067;;0SUBTOTAL_3
;MBDVDITM;A;MBDVDITM_0000; 0068;;0SUBTOTAL_4
;MBDVDITM;A;MBDVDITM_0000; 0069;;0SUBTOTAL_5
;MBDVDITM;A;MBDVDITM_0000; 0070;;0SUBTOTAL_6
;MBDVDITM;A;MBDVDITM_0000; 0071;;0NETVAL_INV
;MBDVDITM;A;MBDVDITM_0000; 0072;;0EXCHG_STAT
;MBDVDITM;A;MBDVDITM_0000; 0073;;0GROSS_VAL
